task_id,file,worker,status,mano_cua_status,mano_cua_result,total_steps,compliance,compliance_issues,has_trajectory,trajectory_match,match_confidence,is_duplicate,grade
rich-markdown-editor-538,worker-05/rich-markdown-editor-538.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
shadcn-ui-expansions-171,worker-05/shadcn-ui-expansions-171.json,worker-05,completed,COMPLETED,normal,18,fail,#9,yes,match,,yes,C
shadcn-ui-expansions-205,worker-05/shadcn-ui-expansions-205.json,worker-05,completed,COMPLETED,normal,11,fail,#9,yes,match,,yes,C
signature_pad-120,worker-05/signature_pad-120.json,worker-05,completed,COMPLETED,normal,12,pass,,yes,match,,no,A
signature_pad-656,worker-05/signature_pad-656.json,worker-05,completed,COMPLETED,normal,49,pass,,yes,match,,no,A
slate-angular-150,worker-05/slate-angular-150.json,worker-05,completed,COMPLETED,normal,23,pass,,yes,match,,no,A
slate-angular-244,worker-05/slate-angular-244.json,worker-05,completed,COMPLETED,abnormal,24,pass,,yes,match,,no,A
slate-angular-pr316,worker-05/slate-angular-pr316.json,worker-05,completed,STOPPED_BY_USER,abnormal,60,pass,,yes,match,,no,A
slate-angular-pr327,worker-05/slate-angular-pr327.json,worker-05,completed,ERROR,abnormal,44,pass,,yes,match,,no,A
slate-angular-pr335,worker-05/slate-angular-pr335.json,worker-05,completed,COMPLETED,abnormal,42,pass,,yes,match,,no,A
slate-angular-pr336,worker-05/slate-angular-pr336.json,worker-05,failed,,,,fail,"#2, #7",N/A,N/A,,no,C
slate-angular-pr338,worker-05/slate-angular-pr338.json,worker-05,completed,COMPLETED,abnormal,66,pass,,yes,match,,no,A
slate-angular-pr339,worker-05/slate-angular-pr339.json,worker-05,completed,COMPLETED,abnormal,15,pass,,yes,match,,no,A
sorry-cypress-310,worker-05/sorry-cypress-310.json,worker-05,completed,COMPLETED,unclear,23,pass,,yes,match,,no,A
sorry-cypress-360,worker-05/sorry-cypress-360.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
sorry-cypress-567,worker-05/sorry-cypress-567.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
static-cms-905,worker-05/static-cms-905.json,worker-05,completed,COMPLETED,abnormal,59,pass,,yes,match,,no,A
svelte-repl-22,worker-05/svelte-repl-22.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
svelte-repl-31,worker-05/svelte-repl-31.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
svelte-repl-pr57,worker-05/svelte-repl-pr57.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
svelte-repl-pr59,worker-05/svelte-repl-pr59.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
svelte-repl-pr60,worker-05/svelte-repl-pr60.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
svelte-repl-pr63,worker-05/svelte-repl-pr63.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
svelte-repl-pr69,worker-05/svelte-repl-pr69.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
svelte-repl-pr96,worker-05/svelte-repl-pr96.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
svelte-splitpanes-3,worker-05/svelte-splitpanes-3.json,worker-05,failed,,,,fail,#9,N/A,N/A,,yes,C
svelte-tags-input-17,worker-05/svelte-tags-input-17.json,worker-05,completed,STOPPED_BY_USER,abnormal,80,pass,,yes,match,,no,A
svelte-typeahead-11,worker-05/svelte-typeahead-11.json,worker-05,completed,STOPPED_BY_USER,unclear,68,pass,,no,N/A,,no,D
think-83,worker-05/think-83.json,worker-05,failed,,,,pass,,N/A,N/A,,no,A
vue-hotel-datepicker-202,worker-05/vue-hotel-datepicker-202.json,worker-05,completed,COMPLETED,normal,56,pass,,yes,match,,no,A
BongoCat-499,worker-06/BongoCat-499.json,worker-06,completed,STOPPED_STEP_LIMIT,unclear,80,pass,,yes,match,,no,A
ByteStash-173,worker-06/ByteStash-173.json,worker-06,failed,,,,fail,"#9, #16",N/A,N/A,,yes,C
Raneto-141,worker-06/Raneto-141.json,worker-06,completed,COMPLETED,abnormal,14,pass,,yes,match,,no,A
Raneto-8,worker-06/Raneto-8.json,worker-06,completed,COMPLETED,normal,22,pass,,yes,match,,no,A
Raneto-88,worker-06/Raneto-88.json,worker-06,completed,STOPPED_BY_USER,unclear,-1,pass,,no_result_desc,N/A,,no,D
Raneto-96,worker-06/Raneto-96.json,worker-06,completed,COMPLETED,abnormal,13,pass,,yes,match,,no,A
Raneto-pr305,worker-06/Raneto-pr305.json,worker-06,completed,COMPLETED,normal,5,pass,,yes,match,,no,A
Raneto-pr358,worker-06/Raneto-pr358.json,worker-06,completed,COMPLETED,abnormal,12,pass,,yes,match,,no,A
Raneto-pr364,worker-06/Raneto-pr364.json,worker-06,completed,STOPPED_BY_USER,abnormal,53,pass,,yes,match,,no,A
Raneto-pr407,worker-06/Raneto-pr407.json,worker-06,completed,COMPLETED,abnormal,38,pass,,yes,match,,no,A
SvelteLab-194,worker-06/SvelteLab-194.json,worker-06,completed,COMPLETED,unclear,25,pass,,yes,match,,no,A
SvelteLab-289,worker-06/SvelteLab-289.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
accounts-ui-173,worker-06/accounts-ui-173.json,worker-06,completed,STOPPED_BY_USER,unclear,22,pass,,yes,match,,no,A
bridge-108,worker-06/bridge-108.json,worker-06,completed,COMPLETED,abnormal,52,pass,,yes,match,,no,A
bridge-110,worker-06/bridge-110.json,worker-06,completed,COMPLETED,abnormal,36,pass,,yes,match,,no,A
bridge-1103,worker-06/bridge-1103.json,worker-06,completed,COMPLETED,unclear,11,pass,,yes,match,,no,A
bridge-125,worker-06/bridge-125.json,worker-06,completed,COMPLETED,abnormal,27,pass,,yes,match,,no,A
bridge-200,worker-06/bridge-200.json,worker-06,completed,COMPLETED,normal,4,pass,,yes,match,,no,A
bridge-301,worker-06/bridge-301.json,worker-06,completed,COMPLETED,abnormal,15,pass,,yes,match,,no,A
cryptgeon-150,worker-06/cryptgeon-150.json,worker-06,failed,,,,fail,#9,N/A,N/A,,yes,C
dnd-kit-16,worker-06/dnd-kit-16.json,worker-06,completed,COMPLETED,abnormal,14,pass,,yes,match,,no,A
dnd-kit-1751,worker-06/dnd-kit-1751.json,worker-06,deploy_failed,,,,fail,"#2, #3",no,N/A,,no,C
dnd-kit-1961,worker-06/dnd-kit-1961.json,worker-06,deploy_failed,,,,fail,"#2, #3",no,N/A,,no,C
dnd-kit-1977,worker-06/dnd-kit-1977.json,worker-06,deploy_failed,,,,fail,"#2, #3",no,N/A,,no,C
dnd-kit-298,worker-06/dnd-kit-298.json,worker-06,completed,COMPLETED,unclear,25,pass,,yes,match,,no,A
dnd-kit-61,worker-06/dnd-kit-61.json,worker-06,completed,SKIPPED,unclear,0,pass,,yes,mismatch,,no,A
dnd-kit-pr1968,worker-06/dnd-kit-pr1968.json,worker-06,deploy_failed,,,,fail,"#2, #3",no,N/A,,no,C
dnd-kit-pr2021,worker-06/dnd-kit-pr2021.json,worker-06,deploy_failed,,,,fail,"#2, #3",no,N/A,,no,C
docz-965,worker-06/docz-965.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
editor-1842,worker-06/editor-1842.json,worker-06,failed,,,,warn,#16,N/A,N/A,,no,A
editor.js-2536,worker-06/editor.js-2536.json,worker-06,completed,COMPLETED,abnormal,58,pass,,yes,match,,no,A
emoji-mart-219,worker-06/emoji-mart-219.json,worker-06,failed,,,,fail,#9,N/A,N/A,,yes,C
emoji-mart-254,worker-06/emoji-mart-254.json,worker-06,failed,,,,fail,#9,N/A,N/A,,yes,C
emoji-mart-327,worker-06/emoji-mart-327.json,worker-06,failed,,,,fail,#9,N/A,N/A,,yes,C
emoji-mart-762,worker-06/emoji-mart-762.json,worker-06,failed,,,,fail,#9,N/A,N/A,,yes,C
factoriolab-1295,worker-06/factoriolab-1295.json,worker-06,completed,COMPLETED,normal,35,pass,,yes,match,,no,A
factoriolab-1327,worker-06/factoriolab-1327.json,worker-06,completed,STOPPED_BY_USER,abnormal,65,pass,,yes,match,,no,A
factoriolab-1332,worker-06/factoriolab-1332.json,worker-06,completed,COMPLETED,abnormal,60,pass,,yes,match,,no,A
fakebooker-frontend-270,worker-06/fakebooker-frontend-270.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
fluid-player-465,worker-06/fluid-player-465.json,worker-06,completed,COMPLETED,abnormal,56,pass,,yes,match,,no,A
fluid-player-530,worker-06/fluid-player-530.json,worker-06,completed,COMPLETED,abnormal,16,pass,,yes,match,,no,A
fluid-player-613,worker-06/fluid-player-613.json,worker-06,completed,COMPLETED,normal,11,pass,,yes,match,,no,A
fontaine-500,worker-06/fontaine-500.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
fontaine-pr351,worker-06/fontaine-pr351.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
fontaine-pr405,worker-06/fontaine-pr405.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
headscale-ui-pr192,worker-06/headscale-ui-pr192.json,worker-06,completed,COMPLETED,abnormal,90,warn,#10,no_result_desc,N/A,,no,D
headscale-ui-pr207,worker-06/headscale-ui-pr207.json,worker-06,completed,COMPLETED,abnormal,44,pass,,yes,match,,no,A
headscale-ui-pr27,worker-06/headscale-ui-pr27.json,worker-06,completed,COMPLETED,abnormal,25,pass,,yes,match,,no,A
hermes-ide-75,worker-06/hermes-ide-75.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
hermes-ide-78,worker-06/hermes-ide-78.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
hermes-ide-87,worker-06/hermes-ide-87.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
ide-53,worker-06/ide-53.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
idraw-pr107,worker-06/idraw-pr107.json,worker-06,deploy_failed,,,,fail,"#2, #3",no,N/A,,no,C
idraw-pr134,worker-06/idraw-pr134.json,worker-06,deploy_failed,,,,fail,"#2, #3",no,N/A,,no,C
idraw-pr193,worker-06/idraw-pr193.json,worker-06,completed,COMPLETED,abnormal,38,pass,,yes,match,,no,A
idraw-pr234,worker-06/idraw-pr234.json,worker-06,completed,STOPPED_BY_USER,normal,70,pass,,yes,match,,no,A
intershop-pwa-1778,worker-06/intershop-pwa-1778.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
intershop-pwa-1792,worker-06/intershop-pwa-1792.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
intershop-pwa-1830,worker-06/intershop-pwa-1830.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
intershop-pwa-1839,worker-06/intershop-pwa-1839.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
intershop-pwa-1850,worker-06/intershop-pwa-1850.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
kan-23,worker-06/kan-23.json,worker-06,failed,,,,fail,#9,N/A,N/A,,yes,C
kaneo-1129,worker-06/kaneo-1129.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
kaneo-1173,worker-06/kaneo-1173.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
listen1_desktop-375,worker-06/listen1_desktop-375.json,worker-06,completed,STOPPED_BY_USER,unclear,2,pass,,yes,match,,no,A
listen1_desktop-pr411,worker-06/listen1_desktop-pr411.json,worker-06,completed,ERROR,unclear,67,pass,,yes,match,,no,A
media-chrome-1011,worker-06/media-chrome-1011.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
media-chrome-814,worker-06/media-chrome-814.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
medium-editor-702,worker-06/medium-editor-702.json,worker-06,completed,COMPLETED,abnormal,31,pass,,yes,match,,no,A
medium-editor-711,worker-06/medium-editor-711.json,worker-06,completed,ERROR,unclear,66,pass,,yes,match,,no,A
medium-editor-748,worker-06/medium-editor-748.json,worker-06,completed,COMPLETED,normal,23,pass,,yes,match,,no,A
medium-editor-751,worker-06/medium-editor-751.json,worker-06,completed,COMPLETED,abnormal,55,pass,,yes,match,,no,A
medium-editor-757,worker-06/medium-editor-757.json,worker-06,completed,STOPPED_BY_USER,unclear,74,pass,,yes,match,,no,A
medium-editor-783,worker-06/medium-editor-783.json,worker-06,completed,COMPLETED,abnormal,48,pass,,yes,match,,no,A
medium-editor-935,worker-06/medium-editor-935.json,worker-06,completed,COMPLETED,normal,16,pass,,yes,match,,no,A
medium-editor-959,worker-06/medium-editor-959.json,worker-06,completed,STOPPED_BY_USER,abnormal,73,pass,,yes,match,,no,A
mini-qr-59,worker-06/mini-qr-59.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
mint-ui-285,worker-06/mint-ui-285.json,worker-06,completed,COMPLETED,abnormal,51,pass,,yes,match,,no,A
mint-ui-577,worker-06/mint-ui-577.json,worker-06,completed,STOPPED_STEP_LIMIT,unclear,80,pass,,yes,match,,no,A
monaco-editor-auto-typings-32,worker-06/monaco-editor-auto-typings-32.json,worker-06,failed,,,,fail,#9,N/A,N/A,,yes,C
muya-pr135,worker-06/muya-pr135.json,worker-06,completed,COMPLETED,normal,32,pass,,yes,mismatch,,no,A
muya-pr152,worker-06/muya-pr152.json,worker-06,completed,COMPLETED,normal,66,pass,,no,N/A,,no,D
muya-pr158,worker-06/muya-pr158.json,worker-06,completed,COMPLETED,normal,80,pass,,yes,match,,no,A
muya-pr93,worker-06/muya-pr93.json,worker-06,completed,COMPLETED,abnormal,46,pass,,yes,match,,no,A
muya-pr95,worker-06/muya-pr95.json,worker-06,completed,COMPLETED,abnormal,71,pass,,yes,match,,no,A
muya-pr96,worker-06/muya-pr96.json,worker-06,completed,COMPLETED,abnormal,47,pass,,yes,match,,no,A
next-themes-277,worker-06/next-themes-277.json,worker-06,completed,ERROR,unclear,6,pass,,yes,match,,no,A
next-themes-323,worker-06/next-themes-323.json,worker-06,completed,COMPLETED,normal,20,pass,,yes,match,,no,A
next-themes-34,worker-06/next-themes-34.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
next-themes-85,worker-06/next-themes-85.json,worker-06,completed,STOPPED_BY_USER,normal,87,warn,#10,no_result_desc,N/A,,no,D
next-themes-pr11,worker-06/next-themes-pr11.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
next-themes-pr310,worker-06/next-themes-pr310.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
next-themes-pr330,worker-06/next-themes-pr330.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
next-themes-pr347,worker-06/next-themes-pr347.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
notea-158,worker-06/notea-158.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
notea-161,worker-06/notea-161.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
notea-98,worker-06/notea-98.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
nuxt-api-party-49,worker-06/nuxt-api-party-49.json,worker-06,completed,COMPLETED,abnormal,55,pass,,yes,match,,no,A
nuxt-api-party-98,worker-06/nuxt-api-party-98.json,worker-06,completed,COMPLETED,abnormal,25,pass,,yes,match,,no,A
nuxt-security-332,worker-06/nuxt-security-332.json,worker-06,completed,COMPLETED,normal,20,pass,,yes,match,,no,A
nuxt-social-share-175,worker-06/nuxt-social-share-175.json,worker-06,completed,COMPLETED,,15,fail,"#4, #6",no,N/A,,no,D
nuxt-social-share-314,worker-06/nuxt-social-share-314.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
nuxt-social-share-410,worker-06/nuxt-social-share-410.json,worker-06,completed,TIMEOUT,unclear,66,pass,,no_result_desc,N/A,,no,D
obsidian-tracker-113,worker-06/obsidian-tracker-113.json,worker-06,deploy_failed,,,,fail,#3,no,N/A,,no,C
obsidian-tracker-298,worker-06/obsidian-tracker-298.json,worker-06,deploy_failed,,,,fail,#3,no,N/A,,no,C
obsidian-tracker-299,worker-06/obsidian-tracker-299.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
obsidian-tracker-324,worker-06/obsidian-tracker-324.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
obsidian-tracker-pr160,worker-06/obsidian-tracker-pr160.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
obsidian-tracker-pr177,worker-06/obsidian-tracker-pr177.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
obsidian-tracker-pr536,worker-06/obsidian-tracker-pr536.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
open5e-799,worker-06/open5e-799.json,worker-06,completed,COMPLETED,abnormal,52,pass,,yes,match,,no,A
orbit-web-97,worker-06/orbit-web-97.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
organice-1001,worker-06/organice-1001.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
organice-1006,worker-06/organice-1006.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
organice-779,worker-06/organice-779.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
organice-784,worker-06/organice-784.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
organice-988,worker-06/organice-988.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
perfect-freehand-pr18,worker-06/perfect-freehand-pr18.json,worker-06,completed,COMPLETED,abnormal,47,pass,,yes,match,,no,A
perfect-freehand-pr22,worker-06/perfect-freehand-pr22.json,worker-06,completed,COMPLETED,normal,3,pass,,yes,match,,no,A
perfect-freehand-pr54,worker-06/perfect-freehand-pr54.json,worker-06,completed,COMPLETED,abnormal,68,pass,,yes,match,,no,A
pump.io-pr1157,worker-06/pump.io-pr1157.json,worker-06,completed,COMPLETED,,16,fail,#4,yes,match,,no,C
pump.io-pr1191,worker-06/pump.io-pr1191.json,worker-06,completed,COMPLETED,,45,fail,#4,yes,match,,no,C
pump.io-pr1311,worker-06/pump.io-pr1311.json,worker-06,completed,COMPLETED,,17,fail,#4,yes,match,,no,C
pump.io-pr1355,worker-06/pump.io-pr1355.json,worker-06,completed,TIMEOUT,,32,fail,"#4, #6",no,N/A,,no,D
pump.io-pr1432,worker-06/pump.io-pr1432.json,worker-06,completed,COMPLETED,,16,fail,#4,yes,match,,no,C
pump.io-pr1438,worker-06/pump.io-pr1438.json,worker-06,completed,TIMEOUT,,25,fail,#4,yes,match,,no,C
pump.io-pr1465,worker-06/pump.io-pr1465.json,worker-06,completed,TIMEOUT,,27,fail,"#4, #6",no,N/A,,no,D
pump.io-pr926,worker-06/pump.io-pr926.json,worker-06,completed,TIMEOUT,unclear,101,warn,#10,no,N/A,,no,D
react-content-loader-110,worker-06/react-content-loader-110.json,worker-06,completed,COMPLETED,abnormal,60,pass,,yes,match,,no,A
react-date-picker-118,worker-06/react-date-picker-118.json,worker-06,completed,COMPLETED,abnormal,12,pass,,yes,match,,no,A
react-native-web-2560,worker-06/react-native-web-2560.json,worker-06,completed,COMPLETED,abnormal,9,pass,,yes,match,,no,A
react-native-web-2704,worker-06/react-native-web-2704.json,worker-06,completed,COMPLETED,normal,26,pass,,yes,match,,no,A
react-virtualized-1577,worker-06/react-virtualized-1577.json,worker-06,completed,COMPLETED,normal,63,pass,,yes,match,,no,A
reactgrid-104,worker-06/reactgrid-104.json,worker-06,completed,COMPLETED,unclear,25,pass,,yes,match,,no,A
runbox7-1070,worker-06/runbox7-1070.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
shadcn-admin-134,worker-06/shadcn-admin-134.json,worker-06,completed,COMPLETED,abnormal,24,fail,#9,yes,match,,yes,C
shadcn-admin-136,worker-06/shadcn-admin-136.json,worker-06,completed,COMPLETED,normal,65,fail,#9,yes,match,,yes,C
shadcn-svelte-extras-166,worker-06/shadcn-svelte-extras-166.json,worker-06,completed,TIMEOUT,,42,fail,#4,yes,match,,no,C
shadcn-svelte-extras-pr229,worker-06/shadcn-svelte-extras-pr229.json,worker-06,completed,COMPLETED,,8,fail,#4,yes,match,,no,C
shadcn-svelte-extras-pr245,worker-06/shadcn-svelte-extras-pr245.json,worker-06,completed,COMPLETED,,15,fail,#4,yes,match,,no,C
shadcn-svelte-extras-pr296,worker-06/shadcn-svelte-extras-pr296.json,worker-06,completed,TIMEOUT,,38,fail,#4,yes,match,,no,C
shadcn-svelte-extras-pr330,worker-06/shadcn-svelte-extras-pr330.json,worker-06,completed,ERROR,,20,fail,#4,yes,mismatch,,no,C
shadcn-svelte-extras-pr355,worker-06/shadcn-svelte-extras-pr355.json,worker-06,completed,ERROR,,2,fail,#4,yes,match,,no,C
shadcn-svelte-extras-pr360,worker-06/shadcn-svelte-extras-pr360.json,worker-06,completed,COMPLETED,,6,fail,#4,yes,match,,no,C
shadcn-svelte-extras-pr361,worker-06/shadcn-svelte-extras-pr361.json,worker-06,completed,TIMEOUT,,50,fail,"#4, #6",no,N/A,,no,D
static-cms-809,worker-06/static-cms-809.json,worker-06,completed,COMPLETED,abnormal,21,pass,,yes,match,,no,A
static-cms-994,worker-06/static-cms-994.json,worker-06,completed,COMPLETED,abnormal,44,pass,,yes,match,,no,A
svelte-tags-input-26,worker-06/svelte-tags-input-26.json,worker-06,completed,COMPLETED,abnormal,11,pass,,yes,match,,no,A
svelteui-283,worker-06/svelteui-283.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
svelteui-297,worker-06/svelteui-297.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
svelthree-159,worker-06/svelthree-159.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
svelthree-189,worker-06/svelthree-189.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
svelthree-pr25,worker-06/svelthree-pr25.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
tabler-react-174,worker-06/tabler-react-174.json,worker-06,completed,COMPLETED,unclear,23,pass,,yes,match,,no,A
tabler-react-226,worker-06/tabler-react-226.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
tabler-react-238,worker-06/tabler-react-238.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
tabler-react-353,worker-06/tabler-react-353.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
tensei-pr121,worker-06/tensei-pr121.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
tensei-pr228,worker-06/tensei-pr228.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
tensei-pr230,worker-06/tensei-pr230.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
tensei-pr246,worker-06/tensei-pr246.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
tensei-pr247,worker-06/tensei-pr247.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
tensei-pr252,worker-06/tensei-pr252.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
tensei-pr267,worker-06/tensei-pr267.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
tensei-pr269,worker-06/tensei-pr269.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
trix-77,worker-06/trix-77.json,worker-06,completed,COMPLETED,abnormal,66,pass,,yes,match,,no,A
typehero-1510,worker-06/typehero-1510.json,worker-06,completed,COMPLETED,abnormal,13,pass,,yes,match,,no,A
typehero-1678,worker-06/typehero-1678.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
vscode-drawio-53,worker-06/vscode-drawio-53.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
vscode-drawio-pr117,worker-06/vscode-drawio-pr117.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
vscode-drawio-pr152,worker-06/vscode-drawio-pr152.json,worker-06,failed,,,,pass,,N/A,N/A,,no,A
vue-notion-41,worker-06/vue-notion-41.json,worker-06,completed,COMPLETED,,50,fail,"#4, #6",no,N/A,,no,D
vue-notion-pr46,worker-06/vue-notion-pr46.json,worker-06,completed,COMPLETED,,35,fail,"#4, #6",no,N/A,,no,D
vue-notion-pr57,worker-06/vue-notion-pr57.json,worker-06,completed,COMPLETED,,50,fail,"#4, #6",no,N/A,,no,D
4gaBoards-19,worker-07/4gaBoards-19.json,worker-07,failed,,,,pass,,N/A,N/A,,no,A
4gaBoards-265,worker-07/4gaBoards-265.json,worker-07,failed,,,,pass,,N/A,N/A,,no,A
4gaBoards-443,worker-07/4gaBoards-443.json,worker-07,failed,,,,pass,,N/A,N/A,,no,A
4gaBoards-pr772,worker-07/4gaBoards-pr772.json,worker-07,failed,,,,pass,,N/A,N/A,,no,A
AlgerMusicPlayer-275,worker-07/AlgerMusicPlayer-275.json,worker-07,completed,COMPLETED,abnormal,43,pass,,yes,match,,no,A
AlgerMusicPlayer-42,worker-07/AlgerMusicPlayer-42.json,worker-07,completed,COMPLETED,unclear,32,pass,,yes,match,,no,A
AlgerMusicPlayer-43,worker-07/AlgerMusicPlayer-43.json,worker-07,completed,STOPPED_BY_USER,unclear,52,pass,,no_result_desc,N/A,,no,D
AlgerMusicPlayer-pr268,worker-07/AlgerMusicPlayer-pr268.json,worker-07,failed,,,,pass,,N/A,N/A,,no,A
AlgerMusicPlayer-pr644,worker-07/AlgerMusicPlayer-pr644.json,worker-07,failed,,,,pass,,N/A,N/A,,no,A
Armoria-pr115,worker-07/Armoria-pr115.json,worker-07,completed,STOPPED_BY_USER,abnormal,151,warn,#10,no_result_desc,N/A,,no,D
Armoria-pr122,worker-07/Armoria-pr122.json,worker-07,completed,STOPPED_BY_USER,abnormal,138,warn,#10,no_result_desc,N/A,,no,D
Armoria-pr125,worker-07/Armoria-pr125.json,worker-07,completed,COMPLETED,normal,42,pass,,yes,match,,no,A
Armoria-pr132,worker-07/Armoria-pr132.json,worker-07,completed,STOPPED_BY_USER,unclear,115,warn,#10,no_result_desc,N/A,,no,D
Armoria-pr206,worker-07/Armoria-pr206.json,worker-07,completed,STOPPED_BY_USER,abnormal,131,warn,#10,no_result_desc,N/A,,no,D
BitFun-126,worker-07/BitFun-126.json,worker-07,completed,COMPLETED,unclear,8,pass,,yes,match,,no,A
BitFun-188,worker-07/BitFun-188.json,worker-07,completed,,,,fail,"#4, #6",no,N/A,,no,D
BitFun-pr390,worker-07/BitFun-pr390.json,worker-07,failed,,,,pass,,N/A,N/A,,no,A
BitFun-pr397,worker-07/BitFun-pr397.json,worker-07,failed,,,,pass,,N/A,N/A,,no,A
BitFun-pr399,worker-07/BitFun-pr399.json,worker-07,completed,ERROR,unclear,63,pass,,yes,match,,no,A
BitFun-pr400,worker-07/BitFun-pr400.json,worker-07,completed,COMPLETED,abnormal,51,pass,,yes,match,,no,A
BitFun-pr411,worker-07/BitFun-pr411.json,worker-07,failed,,,,pass,,N/A,N/A,,no,A
BitFun-pr414,worker-07/BitFun-pr414.json,worker-07,failed,,,,pass,,N/A,N/A,,no,A
BongoCat-509,worker-07/BongoCat-509.json,worker-07,failed,,,,pass,,N/A,N/A,,no,A
Luckysheet-409,worker-07/Luckysheet-409.json,worker-07,completed,COMPLETED,abnormal,39,pass,,yes,match,,no,A
Luckysheet-528,worker-07/Luckysheet-528.json,worker-07,completed,COMPLETED,abnormal,32,fail,#9,yes,match,,yes,C
SponsorBlock-789,worker-07/SponsorBlock-789.json,worker-07,failed,,,,pass,,N/A,N/A,,no,A
SponsorBlock-pr1427,worker-07/SponsorBlock-pr1427.json,worker-07,failed,,,,pass,,N/A,N/A,,no,A
SponsorBlock-pr1453,worker-07/SponsorBlock-pr1453.json,worker-07,failed,,,,pass,,N/A,N/A,,no,A
SponsorBlock-pr1493,worker-07/SponsorBlock-pr1493.json,worker-07,failed,,,,pass,,N/A,N/A,,no,A
SponsorBlock-pr1979,worker-07/SponsorBlock-pr1979.json,worker-07,failed,,,,pass,,N/A,N/A,,no,A
SponsorBlock-pr1983,worker-07/SponsorBlock-pr1983.json,worker-07,failed,,,,pass,,N/A,N/A,,no,A
SponsorBlock-pr2135,worker-07/SponsorBlock-pr2135.json,worker-07,failed,,,,pass,,N/A,N/A,,no,A
